SrNo,Juz,JuzNameArabic,JuzNameEnglish,SurahNo,SurahNameArabic,SurahNameEnglish,SurahMeaning,WebLink,Classification,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
50,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/43,Medani,43,And be steadfast in prayer; practise regular charity; and bow down your heads with those who bow down (in worship).,وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَارْكَعُوا مَعَ الرَّاكِعِينَ,وأقيموا الصلاة وآتوا الزكاة واركعوا مع الراكعين,7,41
51,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/44,Medani,44,"Do ye enjoin right conduct on the people, and forget (To practise it) yourselves, and yet ye study the Scripture? Will ye not understand?",أَتَأْمُرُونَ النَّاسَ بِالْبِرِّ وَتَنْسَوْنَ أَنْفُسَكُمْ وَأَنْتُمْ تَتْلُونَ الْكِتَابَ ۚ أَفَلَا تَعْقِلُونَ,أتأمرون الناس بالبر وتنسون أنفسكم وأنتم تتلون الكتاب ۚ أفلا تعقلون,11,56
52,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/45,Medani,45,"Nay, seek (Allah's) help with patient perseverance and prayer: It is indeed hard, except to those who bring a lowly spirit,-",وَاسْتَعِينُوا بِالصَّبْرِ وَالصَّلَاةِ ۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى الْخَاشِعِينَ,واستعينوا بالصبر والصلاة ۚ وإنها لكبيرة إلا على الخاشعين,9,48
53,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/46,Medani,46,"Who bear in mind the certainty that they are to meet their Lord, and that they are to return to Him.",الَّذِينَ يَظُنُّونَ أَنَّهُمْ مُلَاقُو رَبِّهِمْ وَأَنَّهُمْ إِلَيْهِ رَاجِعُونَ,الذين يظنون أنهم ملاقو ربهم وأنهم إليه راجعون,8,38
54,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/47,Medani,47,"Children of Israel! call to mind the (special) favour which I bestowed upon you, and that I preferred you to all other (for My Message).",يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَنِّي فَضَّلْتُكُمْ عَلَى الْعَالَمِينَ,يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأني فضلتكم على العالمين,12,58
55,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/48,Medani,48,"Then guard yourselves against a day when one soul shall not avail another nor shall intercession be accepted for her, nor shall compensation be taken from her, nor shall anyone be helped (from outside).",وَاتَّقُوا يَوْمًا لَا تَجْزِي نَفْسٌ عَنْ نَفْسٍ شَيْئًا وَلَا يُقْبَلُ مِنْهَا شَفَاعَةٌ وَلَا يُؤْخَذُ مِنْهَا عَدْلٌ وَلَا هُمْ يُنْصَرُونَ,واتقوا يومًا لا تجزي نفس عن نفسٍ شيئًا ولا يقبل منها شفاعة ولا يؤخذ منها عدل ولا هم ينصرون,19,72
56,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/49,Medani,49,"And remember, We delivered you from the people of Pharaoh: They set you hard tasks and punishments, slaughtered your sons and let your women-folk live; therein was a tremendous trial from your Lord.",وَإِذْ نَجَّيْنَاكُمْ مِنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوءَ الْعَذَابِ يُذَبِّحُونَ أَبْنَاءَكُمْ وَيَسْتَحْيُونَ نِسَاءَكُمْ ۚ وَفِي ذَٰلِكُمْ بَلَاءٌ مِنْ رَبِّكُمْ عَظِيمٌ,وإذ نجيناكم من آل فرعون يسومونكم سوء العذاب يذبحون أبناءكم ويستحيون نساءكم ۚ وفي ذلكم بلاء من ربكم عظيم,19,85
57,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/50,Medani,50,And remember We divided the sea for you and saved you and drowned Pharaoh's people within your very sight.,وَإِذْ فَرَقْنَا بِكُمُ الْبَحْرَ فَأَنْجَيْنَاكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنْتُمْ تَنْظُرُونَ,وإذ فرقنا بكم البحر فأنجيناكم وأغرقنا آل فرعون وأنتم تنظرون,10,50
58,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/51,Medani,51,"And remember We appointed forty nights for Moses, and in his absence ye took the calf (for worship), and ye did grievous wrong.",وَإِذْ وَاعَدْنَا مُوسَىٰ أَرْبَعِينَ لَيْلَةً ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِنْ بَعْدِهِ وَأَنْتُمْ ظَالِمُونَ,وإذ واعدنا موسى أربعين ليلةً ثم اتخذتم العجل من بعده وأنتم ظالمون,12,54
59,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/52,Medani,52,Even then We did forgive you; there was a chance for you to be grateful.,ثُمَّ عَفَوْنَا عَنْكُمْ مِنْ بَعْدِ ذَٰلِكَ لَعَلَّكُمْ تَشْكُرُونَ,ثم عفونا عنكم من بعد ذلك لعلكم تشكرون,8,30
60,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/53,Medani,53,And remember We gave Moses the Scripture and the Criterion (Between right and wrong): There was a chance for you to be guided aright.,وَإِذْ آتَيْنَا مُوسَى الْكِتَابَ وَالْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ,وإذ آتينا موسى الكتاب والفرقان لعلكم تهتدون,7,37
61,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/54,Medani,54,"And remember Moses said to his people: ""O my people! Ye have indeed wronged yourselves by your worship of the calf: So turn (in repentance) to your Maker, and slay yourselves (the wrong-doers); that will be better for you in the sight of your Maker."" Then He turned towards you (in forgiveness): For He is Oft-Returning, Most Merciful.",وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ يَا قَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنْفُسَكُمْ بِاتِّخَاذِكُمُ الْعِجْلَ فَتُوبُوا إِلَىٰ بَارِئِكُمْ فَاقْتُلُوا أَنْفُسَكُمْ ذَٰلِكُمْ خَيْرٌ لَكُمْ عِنْدَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,وإذ قال موسى لقومه يا قوم إنكم ظلمتم أنفسكم باتخاذكم العجل فتوبوا إلى بارئكم فاقتلوا أنفسكم ذلكم خير لكم عند بارئكم فتاب عليكم ۚ إنه هو التواب الرحيم,28,122
62,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/55,Medani,55,"And remember ye said: ""O Moses! We shall never believe in thee until we see Allah manifestly,"" but ye were dazed with thunder and lighting even as ye looked on.",وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَنْ نُؤْمِنَ لَكَ حَتَّىٰ نَرَى اللَّهَ جَهْرَةً فَأَخَذَتْكُمُ الصَّاعِقَةُ وَأَنْتُمْ تَنْظُرُونَ,وإذ قلتم يا موسى لن نؤمن لك حتى نرى الله جهرةً فأخذتكم الصاعقة وأنتم تنظرون,15,61
63,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/56,Medani,56,Then We raised you up after your death: Ye had the chance to be grateful.,ثُمَّ بَعَثْنَاكُمْ مِنْ بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ,ثم بعثناكم من بعد موتكم لعلكم تشكرون,7,30
64,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/57,Medani,57,"And We gave you the shade of clouds and sent down to you Manna and quails, saying: ""Eat of the good things We have provided for you:"" (But they rebelled); to us they did no harm, but they harmed their own souls.",وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَأَنْزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوَىٰ ۖ كُلُوا مِنْ طَيِّبَاتِ مَا رَزَقْنَاكُمْ ۖ وَمَا ظَلَمُونَا وَلَٰكِنْ كَانُوا أَنْفُسَهُمْ يَظْلِمُونَ,وظللنا عليكم الغمام وأنزلنا عليكم المن والسلوى ۖ كلوا من طيبات ما رزقناكم ۖ وما ظلمونا ولكن كانوا أنفسهم يظلمون,20,92
65,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/58,Medani,58,"And remember We said: ""Enter this town, and eat of the plenty therein as ye wish; but enter the gate with humility, in posture and in words, and We shall forgive you your faults and increase (the portion of) those who do good.""",وَإِذْ قُلْنَا ادْخُلُوا هَٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ,وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدًا وادخلوا الباب سجدًا وقولوا حطة نغفر لكم خطاياكم ۚ وسنزيد المحسنين,21,98
66,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/59,Medani,59,"But the transgressors changed the word from that which had been given them; so We sent on the transgressors a plague from heaven, for that they infringed (Our command) repeatedly.",فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنْزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ,فبدل الذين ظلموا قولًا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزًا من السماء بما كانوا يفسقون,18,79
67,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/60,Medani,60,"And remember Moses prayed for water for his people; We said: ""Strike the rock with thy staff."" Then gushed forth therefrom twelve springs. Each group knew its own place for water. So eat and drink of the sustenance provided by Allah, and do no evil nor mischief on the (face of the) earth.",وَإِذِ اسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا اضْرِبْ بِعَصَاكَ الْحَجَرَ ۖ فَانْفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَشْرَبَهُمْ ۖ كُلُوا وَاشْرَبُوا مِنْ رِزْقِ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينًا ۖ قد علم كل أناسٍ مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين,31,123
68,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/61,Medani,61,"And remember ye said: ""O Moses! we cannot endure one kind of food (always); so beseech thy Lord for us to produce for us of what the earth groweth, -its pot-herbs, and cucumbers, Its garlic, lentils, and onions."" He said: ""Will ye exchange the better for the worse? Go ye down to any town, and ye shall find what ye want!"" They were covered with humiliation and misery; they drew on themselves the wrath of Allah. This because they went on rejecting the Signs of Allah and slaying His Messengers without just cause. This because they rebelled and went on transgressing.",وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَنْ نَصْبِرَ عَلَىٰ طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنْبِتُ الْأَرْضُ مِنْ بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا ۖ قَالَ أَتَسْتَبْدِلُونَ الَّذِي هُوَ أَدْنَىٰ بِالَّذِي هُوَ خَيْرٌ ۚ اهْبِطُوا مِصْرًا فَإِنَّ لَكُمْ مَا سَأَلْتُمْ ۗ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَاءُوا بِغَضَبٍ مِنَ اللَّهِ ۗ ذَٰلِكَ بِأَنَّهُمْ كَانُوا يَكْفُرُونَ بِآيَاتِ اللَّهِ وَيَقْتُلُونَ النَّبِيِّينَ بِغَيْرِ الْحَقِّ ۗ ذَٰلِكَ بِمَا عَصَوْا وَكَانُوا يَعْتَدُونَ,وإذ قلتم يا موسى لن نصبر على طعامٍ واحدٍ فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها ۖ قال أتستبدلون الذي هو أدنى بالذي هو خير ۚ اهبطوا مصرًا فإن لكم ما سألتم ۗ وضربت عليهم الذلة والمسكنة وباءوا بغضبٍ من الله ۗ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ۗ ذلك بما عصوا وكانوا يعتدون,65,266
69,1,الم,Alif Lam Meem,2,البقرة,Al-Baqara,The Cow,https://quran.com/2/62,Medani,62,"Those who believe (in the Qur'an), and those who follow the Jewish (scriptures), and the Christians and the Sabians,- any who believe in Allah and the Last Day, and work righteousness, shall have their reward with their Lord; on them shall be no fear, nor shall they grieve.",إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَادُوا وَالنَّصَارَىٰ وَالصَّابِئِينَ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَعَمِلَ صَالِحًا فَلَهُمْ أَجْرُهُمْ عِنْدَ رَبِّهِمْ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,إن الذين آمنوا والذين هادوا والنصارى والصابئين من آمن بالله واليوم الآخر وعمل صالحًا فلهم أجرهم عند ربهم ولا خوف عليهم ولا هم يحزنون,24,109
